2,1,0,1.934,776.00,585.00,3,1,3
2,1,0,2.826,452.00,849.00,3,1,3
2,1,0,3.743,578.00,915.00,3,1,3
2,1,0,4.743,401.00,933.00,3,1,3
2,1,0,5.577,1337.00,1013.00,4,1,4
2,1,0,7.002,1666.00,260.00,2,1,2
2,1,0,8.427,510.00,320.00,1,1,1
2,1,1,1.316,852.00,600.00,3,1,3
2,1,1,2.599,938.00,498.00,1,1,1
2,1,1,3.274,863.00,447.00,1,1,1
2,1,1,4.007,990.00,457.00,2,0,0
2,1,1,4.758,987.00,469.00,2,0,0
2,1,1,5.399,976.00,459.00,2,1,2
2,1,1,6.358,962.00,373.00,2,1,1
2,1,1,7.183,745.00,413.00,1,1,1
2,1,1,7.925,698.00,587.00,3,1,3
2,1,1,9.575,782.00,749.00,3,1,3
2,1,1,10.292,788.00,681.00,3,1,3
2,1,1,11.175,755.00,687.00,3,1,3
2,1,1,11.992,870.00,756.00,3,1,3
2,1,1,12.818,931.00,842.00,3,1,3
2,1,1,13.467,785.00,882.00,3,1,3
2,1,1,13.951,787.00,925.00,3,1,3
2,1,1,14.809,821.00,993.00,3,1,3
2,1,1,15.726,688.00,850.00,3,1,3
2,1,1,16.693,560.00,853.00,3,1,3
2,1,1,17.410,538.00,795.00,3,1,3
2,1,1,18.377,602.00,709.00,3,1,3
2,1,1,19.169,601.00,612.00,3,1,3
2,1,1,20.202,484.00,601.00,3,1,3
2,1,1,20.669,492.00,660.00,3,1,3
2,1,1,21.894,455.00,715.00,3,1,3
2,1,1,22.627,446.00,778.00,3,1,3
2,1,1,23.361,407.00,835.00,3,1,3
2,1,1,24.269,493.00,896.00,3,1,3
2,1,1,25.286,509.00,984.00,3,1,3
2,1,1,26.761,338.00,1045.00,3,1,3
2,1,1,27.611,241.00,1053.00,3,1,3
2,1,1,28.736,338.00,965.00,3,1,3
2,1,1,29.670,240.00,890.00,3,1,3
2,1,2,1.590,771.00,609.00,3,1,3
2,1,2,2.149,716.00,586.00,3,1,3
2,1,2,2.674,680.00,558.00,3,1,3
2,1,2,3.332,571.00,543.00,3,1,3
2,1,2,4.082,687.00,413.00,1,1,1
2,1,2,4.891,634.00,338.00,1,0,0
2,1,2,5.774,795.00,192.00,1,1,1
2,1,2,6.975,899.00,185.00,1,1,1
2,1,2,7.866,895.00,124.00,1,1,1
2,1,2,9.250,820.00,185.00,1,1,1
2,1,2,10.250,915.00,247.00,1,1,1
2,1,2,10.817,925.00,330.00,1,1,1
2,1,2,11.534,1015.00,285.00,2,1,2
2,1,2,12.134,1002.00,180.00,2,1,2
2,1,2,12.734,1045.00,130.00,2,1,2
2,1,2,13.209,1081.00,106.00,2,1,2
2,1,2,13.934,1257.00,273.00,2,1,2
2,1,2,14.817,1140.00,380.00,2,1,2
2,1,2,15.935,1238.00,394.00,2,1,2
2,1,2,16.351,1260.00,363.00,2,1,2
2,1,2,16.818,1303.00,350.00,2,1,2
2,1,2,17.784,1186.00,470.00,2,1,2
2,1,2,18.201,1173.00,511.00,2,1,2
2,1,2,18.952,1222.00,549.00,4,1,4
2,1,2,19.618,1275.00,502.00,2,1,2
2,1,2,20.294,1308.00,551.00,4,1,4
2,1,2,21.118,1324.00,612.00,4,1,4
2,1,2,22.185,1096.00,649.00,4,1,4
2,1,2,22.719,1095.00,620.00,4,1,4
2,1,2,23.135,1073.00,576.00,4,1,4
2,1,2,24.052,1089.00,714.00,4,1,4
2,1,2,24.561,1055.00,695.00,4,1,4
2,1,2,25.286,1035.00,783.00,4,0,0
2,1,2,26.361,1399.00,754.00,4,1,4
2,1,2,26.794,1396.00,779.00,4,1,4
2,1,2,27.561,1341.00,792.00,4,1,4
2,1,2,28.578,1440.00,845.00,4,1,4
2,1,2,29.279,1445.00,790.00,4,1,4
2,1,3,1.428,1012.00,614.00,4,0,0
2,1,3,2.086,1041.00,635.00,4,1,4
2,1,3,3.237,1005.00,609.00,4,1,4
2,1,3,3.904,1028.00,658.00,4,1,4
2,1,3,4.453,984.00,725.00,4,1,4
2,1,3,5.170,934.00,770.00,3,1,3
2,1,3,5.862,937.00,821.00,3,1,3
2,1,3,7.271,833.00,601.00,3,1,3
2,1,3,7.837,832.00,560.00,3,1,3
2,1,3,8.329,889.00,577.00,3,1,3
2,1,3,8.879,919.00,624.00,3,1,3
2,1,3,9.604,897.00,534.00,1,1,1
2,1,3,10.163,900.00,489.00,1,1,1
2,1,3,11.205,1001.00,514.00,2,1,2
2,1,3,11.938,1085.00,616.00,4,1,4
2,1,3,12.946,1140.00,651.00,4,1,4
2,1,3,14.488,1303.00,659.00,4,1,4
2,1,3,15.222,1321.00,713.00,4,1,4
2,1,3,15.972,1287.00,738.00,4,1,4
2,1,3,16.655,1377.00,766.00,4,1,4
2,1,3,17.931,1334.00,555.00,4,0,0
2,1,3,18.756,1103.00,498.00,2,1,2
2,1,3,19.390,1066.00,486.00,2,1,2
2,1,3,20.389,948.00,402.00,1,1,1
2,1,3,21.339,831.00,406.00,1,1,1
2,1,3,21.856,782.00,404.00,1,1,1
2,1,3,22.873,653.00,475.00,1,1,1
2,1,3,23.640,584.00,572.00,3,0,0
2,1,3,24.382,576.00,559.00,3,1,3
2,1,3,25.148,600.00,616.00,3,1,3
2,1,3,25.990,677.00,696.00,3,1,3
2,1,3,26.740,748.00,690.00,3,1,3
2,1,3,27.740,798.00,726.00,3,1,3
2,1,3,28.707,716.00,862.00,3,1,3
2,1,3,29.557,719.00,915.00,3,1,3
